x1	x2	x3	x4	f(x)	84796.1	12.1216	555.063	6238.51	0.000401605	
84718	12.1216	555.063	6238.51	0.000397589	
84482	12.1216	555.063	6238.51	0.00036546	
83772	12.1216	555.063	6238.51	0.000405621	
84482	12.1216	555.063	6629.14	0.000506022	
84482	12.1216	164.438	6238.51	0.000542166	
84482	12.1216	555.063	5847.89	0.000799194	
84482	12.1216	945.688	6238.51	0.000361444	
84482	12.1216	945.688	5847.89	0.0012008	
84091.4	12.1216	945.688	5847.89	0.00119678	
84482	12.1216	945.688	6629.14	0.000983932	
84872.6	12.1216	945.688	6629.14	0.000927707	
84482	12.1216	945.688	6043.2	0.000634536	
84482	12.1216	750.375	6238.51	0.0003253	
84482	12.1216	160.375	6238.51	0.000550199	
84091.4	12.1216	359.75	5847.89	0.000590359	
84482	12.1216	359.75	6238.51	0.00047791	
84482	12.1216	750.375	6629.14	0.000718873	
84482	12.1216	750.375	5847.89	0.00053815	
9481.98	12.1216	750.375	6238.51	0.0188112	
84482	12.1216	555.063	6433.82	0.000417669	
84384.3	12.1216	750.375	6238.51	0.0003253	
84384.3	12.1216	750.375	6140.85	0.000554215	
84482	12.1216	848.032	6140.85	0.000457829	
84579.6	12.1216	750.375	6238.51	0.000333332	
84579.6	12.1216	750.375	6336.17	0.000401605	
84482	12.1216	652.719	6336.17	0.000425701	
64169.5	12.1216	750.375	1551.01	0.00920077	
84482	12.1216	701.547	6238.51	0.000337348	
84482	12.1216	701.547	6189.68	0.000281123	
84482	12.1216	555.297	6043.43	0.000514054	
84384.3	12.1216	701.547	6092.03	0.000550199	
84384.3	12.1216	701.547	6189.68	0.000361444	
84384.3	12.1216	799.204	6189.68	0.000469878	
84579.6	12.1216	701.547	6287.34	0.000425701	
84579.6	12.1216	701.547	6189.68	0.000309236	
84579.6	12.1216	603.891	6189.68	0.000385541	
84482	12.1216	701.547	6140.85	0.00051807	
84433.1	12.1216	701.547	6140.85	0.00051807	
84530.8	12.1216	701.547	6238.51	0.000333332	
61825.7	12.1216	701.547	3064.68	0.00863852	
51278.9	12.1216	310.922	8924.06	0.00832928	
67294.5	12.1216	701.547	8533.43	0.00671483	
97372.6	12.1216	701.547	2283.43	0.0073815	
79013.2	12.1216	701.547	5799.06	0.00080321	
79013.2	12.1216	701.547	3845.93	0.00667467	
60653.9	12.1216	701.547	7752.18	0.00447789	
29794.5	12.1216	310.922	4627.18	0.00380721	
84506.4	12.1216	701.547	6165.27	0.000473894	
84457.6	12.1216	725.961	6165.27	0.000542166	
84482	12.1216	701.547	6165.27	0.000502006	
84457.6	12.1216	701.547	6214.1	0.000393573	
84506.4	12.1216	677.133	6214.1	0.000353412	
84482	12.1216	701.547	6214.1	0.000401605	
25692.9	12.1216	603.891	8045.15	0.00816061	
68759.3	12.1216	799.204	1990.46	0.00918872	
54110.9	12.1216	115.61	1697.49	0.00818872	
84469.8	12.1216	713.754	6189.68	0.00030522	
84494.2	12.1216	689.34	6189.68	0.000373492	
83261.3	12.1216	994.516	9412.34	0.00777105	
94833.5	12.1216	408.579	7678.94	0.00344577	
17343.3	12.1216	359.75	9168.2	0.0187549	
84482	12.1216	707.651	6189.68	0.000329316	
84475.9	12.1216	701.547	6183.58	0.000377509	
84482	6.01808	701.547	6189.68	0.000437749	
84475.9	12.1216	701.547	6189.68	0.000289155	
84482	12.1216	695.444	6189.68	0.000317268	
84488.1	12.1216	701.547	6195.79	0.000429717	
84482	18.2251	701.547	6189.68	0.000449797	
84488.1	12.1216	701.547	6189.68	0.000449797	
54580.9	18.2251	689.34	2716.78	0.00882727	
92459.3	6.01808	896.86	2008.77	0.00890358	
43576.2	18.2251	719.858	8606.67	0.00849394	
7016.15	12.1216	243.784	397.446	0.0087349	
87338.4	6.01808	835.825	6366.68	0.000417669	
82351.8	6.01808	848.032	5322.98	0.00267469	
26639	18.2251	103.403	2362.78	0.00869073	
61606	6.01808	957.895	3650.62	0.00698391	
77231	12.1216	750.375	5286.36	0.00228112	
36734.2	6.01808	60.6782	9571.03	0.00859836	
29391.6	18.2251	109.506	67.8557	0.0142007	
48532.3	6.01808	487.924	6580.31	0.00154618	
93716.6	18.2251	896.86	6787.83	0.0012008	
18094	18.2251	109.506	4096.18	0.00568271	
50222.9	6.01808	829.721	8576.16	0.00837346	
53427.3	6.01808	158.334	8795.88	0.00762246	
1522.99	6.01808	5.74659	482.895	0.00908832	
35238.8	12.1216	323.129	4096.18	0.00644977	
68338.2	18.2251	463.51	8386.95	0.00532126	
63357.7	12.1216	677.133	4383.04	0.00634536	
84478.9	9.06984	698.496	6186.63	0.000558231	
84482	12.1216	698.496	6192.73	0.000393573	
84478.9	12.1216	701.547	6189.68	0.000329316	
84482	12.1216	704.599	6189.68	0.000281123
